node,PageRank
0,4.6217051877126125e-05
6420,0.001998073058132259
2941,5.119878151466304e-05
3051,0.00037150826793020444
5511,0.0005138453633956154
1020,0.010463309675557338
4726,0.0002621277082140273
5968,0.018961328464798755
5543,0.008025128122603434
4089,6.692022955519827e-05
6251,4.6217051877126125e-05
180,5.013463904271951e-05
1712,7.306070501056337e-05
2287,4.854096265433864e-05
3552,0.0002101851720371036
4395,6.230374313628716e-05
3920,0.0005200862977986797
6148,0.0015195313117315624
771,0.0005351100651069863
5208,0.002743695919265823
790,6.329529151152555e-05
4069,0.0010684046831642392
4522,0.00019902752071397354
6203,0.0009097426247906133
4496,0.00016334634923761683
1082,7.844149513632421e-05
5175,0.0005178898618463181
3274,4.6217051877126125e-05
2173,5.535076830521572e-05
2560,0.0014437068567304142
1465,7.592586584148284e-05
3623,0.00010955681397000984
2831,5.5628003461085365e-05
1115,0.00011431818788533034
2944,5.229811202534945e-05
4716,0.0015733130060702073
4463,0.00014151614156118428
77,0.016993146621620738
2,4.6217051877126125e-05
5079,0.0001700657229110156
2842,8.344463851624917e-05
475,4.92432257385592e-05
5911,0.0009591880374685357
6454,0.0003135154569877119
1041,6.72978521228933e-05
2856,8.166635168576733e-05
6040,0.0009536740947196344
4059,7.242923687685874e-05
813,5.515398482608104e-05
479,9.596777768899383e-05
609,5.017405282410556e-05
6528,0.004158855866614841
2807,6.713881904574387e-05
1721,7.28974076323437e-05
1992,6.536863834054946e-05
3,4.6217051877126125e-05
412,6.959348777797648e-05
45,4.6217051877126125e-05
2367,0.0006647875065379001
996,6.0470764568901987e-05
2161,0.0016282336873285942
4421,0.0003707789990785509
4445,0.00010058164274606344
6101,0.0030518351266727753
3356,5.9502021862176254e-05
3905,0.00043174166582323376
3138,0.00014210616539172123
2119,0.00013092001562861708
6442,0.0025620162394072396
327,4.767295193759131e-05
3550,0.0009550327864820794
2650,0.0012237777227062908
3629,0.00011591914723287802
4239,0.00037188010421758215
3857,0.0007406561382772187
2907,0.0004969822467550798
5383,0.00033762394745131375
5571,7.918109916816698e-05
1751,0.0004918845089064619
3754,0.0002616640082950747
3087,0.00038708943328020503
4047,0.0003582522441343168
4717,0.004447214826277716
5,4.6217051877126125e-05
3582,9.180083789394689e-05
514,5.4118348519648694e-05
4660,6.965943608502732e-05
183,5.441098913603842e-05
6271,0.008568590548784309
5827,4.6217051877126125e-05
3523,6.589463846935631e-05
257,4.9025530710011106e-05
6310,7.327377924474654e-05
5794,0.00037761547325625274
3476,0.0006148163836170484
5710,6.074576503023495e-05
471,5.0394927666706424e-05
3312,7.668874363793821e-05
5069,7.83788336425041e-05
1133,8.001864405124478e-05
6090,0.0004850156355652602
4811,9.036422332322862e-05
3776,6.695650026751195e-05
663,5.0162608516663327e-05
6,4.6217051877126125e-05
1482,5.8713672418295576e-05
1284,0.00028254764006645857
4451,0.00020039731174264317
7,4.6217051877126125e-05
2228,6.91350514283943e-05
3350,5.53474082414833e-05
6403,0.01154929320698874
768,5.05010694439999e-05
1025,0.00024094607521994181
4615,0.00010124928297129648
64,4.950925881151053e-05
1485,5.139944083336206e-05
1240,7.888577369284102e-05
2374,0.000263376523325408
8,4.6217051877126125e-05
4018,0.00013764391250107604
612,0.0001478159754084129
5908,4.819237603775677e-05
2825,6.288561623062904e-05
1253,5.1458883545856556e-05
5207,0.00010165670074075305
5756,0.0002406937468930749
5530,0.00027239985126028795
1195,4.9165145838526274e-05
2012,9.670119883342524e-05
3551,0.00010779826276777236
2238,5.660926918414789e-05
1155,0.00013150409257575097
4918,0.0008794894054322586
1100,0.00015380963813722379
179,4.942695363815092e-05
4214,0.00024663110253990406
4813,0.00013879337720516168
2257,0.00014182330033139326
9,4.6217051877126125e-05
3253,8.751077660503545e-05
2568,0.0004230699204475777
766,5.4158793652071036e-05
4953,8.664239110768469e-05
1573,6.618819834780141e-05
1056,0.00010042700727393301
3995,0.0001849811032536619
3329,5.653761589754117e-05
1276,4.741421803508409e-05
877,4.775125164204736e-05
1969,8.829653415152009e-05
3952,0.00010331925016627427
5582,0.0007987318064215912
4663,0.00014252358579136217
5384,0.00023391269853381452
5130,0.00019651369642610162
287,5.95540588990307e-05
5385,0.0002098785256143281
6084,0.0034855086245683346
3313,5.341547601637022e-05
1127,5.4764582782452985e-05
6056,0.00010483100980290145
6466,0.005806618447966254
4329,0.0004065947289131561
1320,5.189977072608107e-05
2108,6.726667113966317e-05
6281,0.0032789802763718216
10,4.6217051877126125e-05
3510,6.652984894738375e-05
142,5.809505945639128e-05
1890,0.0013566733997642474
398,5.087554409614518e-05
5516,0.0029517571642245916
4453,0.0014036530429033026
5554,0.003945808990236658
5094,0.0005234313960267615
938,0.00010178258372313008
2799,0.0005856534181211526
2459,0.00021706846140550864
361,4.741421803508409e-05
3959,0.00012402899544309968
2712,0.00015798632873189255
188,4.783905353560634e-05
3046,5.483300848198612e-05
1808,7.186752096259105e-05
3459,0.0011952071612536409
98,4.6217051877126125e-05
1616,0.00012014484030009628
4719,0.0008362983119700824
577,4.830751152170518e-05
586,6.280845323273356e-05
1875,0.00017720444173647946
4443,5.2265224578512364e-05
998,6.543970762106267e-05
1917,8.829896864900514e-05
399,6.036666909683188e-05
2448,7.446796423771501e-05
5578,0.00016829444208685309
6165,0.002955333286673904
4724,0.0001262174025779677
6108,0.0007547996557195224
3472,0.0002546120427459938
3388,0.00021434946859436602
3984,9.946753661122094e-05
1726,8.095982478264056e-05
5388,0.0013296658888628933
3575,0.00012351580748636072
1285,6.195806796748074e-05
1015,8.44024961536402e-05
5792,9.648666693254022e-05
2661,6.623078534347014e-05
3096,9.314890089469222e-05
210,4.6514093104288624e-05
3780,0.00011472905130293445
1939,0.0001379840020690211
5188,0.00026270339708437513
1440,0.00012382371260914109
6121,0.001523275709875575
421,5.4783176130264115e-05
4840,0.0001538399785329515
2897,5.074070103016311e-05
3904,0.00018498077122741581
2061,4.994517466678655e-05
219,5.068035025172948e-05
4960,0.000605581515765645
6126,0.0006588229393781007
5266,0.0004141816510155625
1548,0.00014605059542781572
5679,0.0010838704026568534
1147,6.67360042461086e-05
3714,7.500348071744995e-05
5310,0.0019735905231582675
5708,0.0006198703795563056
4004,0.0001890629442195758
1150,4.920996021893546e-05
4565,0.0007427902931105919
4211,0.0004706790268755732
5096,6.869031913316994e-05
4296,0.00021624087753365664
3861,0.00014141957914393606
165,4.6514093104288624e-05
4110,0.00016622888526273368
1261,0.00015458551491185534
2496,8.410654239385463e-05
3390,6.670242153875484e-05
5320,0.00012227595012837076
539,8.608561921125574e-05
940,7.025998312831459e-05
4998,0.00014159735943785552
1121,0.0001601312265676207
3172,5.036415060463922e-05
516,6.072187507173705e-05
4117,0.00015925863348411958
730,0.00023538907489265842
2614,0.00018224899617829484
931,7.858801550988709e-05
1314,5.731754714515867e-05
5121,0.00019493644214526917
2259,6.249244907372841e-05
4586,0.0007282168276472295
3746,0.00011989095373944111
3931,0.0004257539779084681
6474,0.0013602793540651687
6164,0.0009033127119352422
5095,0.0015907602809280242
1183,7.111328612194803e-05
1990,8.932503516889982e-05
4692,0.00015040374867844903
4354,0.00023260546590890525
761,6.000097872779398e-05
6291,0.000286560487474572
959,0.000697392245668418
5535,0.0002306592425956912
5014,0.00020135638742753596
4227,6.700215963358026e-05
4895,0.00016805387055326482
5440,0.0005704471302535221
3351,9.500419415085243e-05
6405,0.000424645672738535
2319,7.105967510594115e-05
3164,5.695373566213624e-05
874,5.920180142640212e-05
4334,8.259729979579711e-05
571,5.26594625099521e-05
2323,8.297766490117691e-05
4236,0.00022672390169554556
5254,0.000353892656022072
5660,0.00017994198925654748
2853,6.894842065413624e-05
4048,0.00019065395727095792
2847,4.746656529541064e-05
2956,0.00023356546023176798
4529,0.00014731354096146667
554,5.498289696983936e-05
580,5.586315901463428e-05
6326,0.0011767591475252603
2965,8.583124550969145e-05
4827,0.0010766721077858483
6354,0.0023294324972321584
1449,6.297382348638064e-05
1227,6.078913752671252e-05
5034,0.00027448756513973814
4292,0.00015789008137299433
2972,0.0003933731456792779
3634,0.0001596845573408295
194,4.6217051877126125e-05
4622,0.00012797665829820566
132,5.2369794324326935e-05
2292,0.00010967774351674935
1974,8.226384557039157e-05
3298,0.00018094900132036343
5652,0.0014405461676485784
1170,7.235672331231927e-05
5914,0.0010701246120771925
6219,4.882516386410598e-05
2043,0.0006061215709745089
5804,0.0023123996515463925
6433,5.0987916101820676e-05
5037,0.00038338027603821486
1633,5.1458507841207395e-05
4127,0.0001193590324240951
3963,9.32199940585562e-05
2438,8.820839537921772e-05
1993,5.177551222347909e-05
1687,9.091501419366749e-05
1679,0.00024234172928109607
3637,0.00015055197224826333
312,6.937585073602239e-05
12,4.6217051877126125e-05
1208,4.9681916819193387e-05
2594,8.177456639025213e-05
3771,7.646598938250967e-05
440,4.868620707791443e-05
2940,8.432238393740495e-05
2372,5.8290911286611803e-05
3367,5.399201286783037e-05
2075,6.810034231434086e-05
1946,6.788628983875164e-05
1856,5.5186598225833104e-05
6169,0.00013029404729863713
2727,4.999418141865207e-05
5894,8.8870561863832e-05
426,4.9066275167996334e-05
3546,9.407413116993319e-05
13,4.6217051877126125e-05
86,4.7451629477520276e-05
5572,0.00084067105833541
5445,0.0005358277341922386
5418,0.00011639074820809868
4839,6.99611559102352e-05
5536,0.00033875147601373156
4989,9.564144934265094e-05
4624,5.0902769896462556e-05
3061,8.122429891565025e-05
4583,0.00011711051115797876
2022,7.298392856643421e-05
4075,0.00027159513400602987
1450,6.962355992207704e-05
1953,6.379027481664126e-05
910,5.394633525868598e-05
4974,0.00013863346122303544
4913,9.565268311465398e-05
869,4.7451629477520276e-05
6279,6.802634160184771e-05
3148,0.00023409566627382355
4978,0.00020554170188553713
6440,0.0008654443700915358
3449,7.342309572137927e-05
234,5.104312795139417e-05
6517,0.0026229913037385025
15,4.6217051877126125e-05
4253,0.0003687322966081792
5426,8.672179866673579e-05
3968,0.00012924101049043262
5419,0.00015885859743077722
16,4.6217051877126125e-05
3592,0.00015428220649387682
592,4.972312235741789e-05
5519,0.0016756312584320402
1825,0.000767078528615017
4405,0.00024927406281748045
5005,0.0001570531934907282
4248,0.0011426884186074087
2049,0.00018906596305343185
1934,0.0001780859040474288
2639,0.0001106295733660546
3992,0.000573386252178881
2055,0.00019063040552245642
2720,0.00014362268902220888
3701,0.0007174031177869471
5190,0.00021943771579043095
2788,7.769831574846782e-05
3769,0.00032115346216800354
2532,8.166463900028851e-05
1652,9.334407445861738e-05
1358,9.897751266795846e-05
1553,7.915173456743162e-05
5055,0.0007520910840344007
3004,0.00033151558865944286
5873,0.0005672776783504592
4342,0.0001035704495830255
4434,0.00010234032922876167
3239,0.0006509627303506592
5103,0.0001466675007956513
6269,0.0009938530846644038
285,5.880285816854397e-05
5105,0.0005063797734103471
4846,0.0004911196962905351
17,4.6217051877126125e-05
2552,9.180490823674372e-05
112,4.92706930916276e-05
5988,8.22998949074687e-05
5260,0.00024548377949281335
389,4.841185650004906e-05
6526,0.0005672755712300356
3258,4.841185650004906e-05
3578,0.00010397490771689171
1931,0.00012079451333393114
2065,5.567676335037233e-05
5867,0.00032130166743587476
4659,0.00011111027626734187
18,4.6217051877126125e-05
2692,0.00048809292535998853
1108,5.667656723274439e-05
5680,8.838820564441424e-05
2653,9.510470970878549e-05
5807,0.00040034834098478833
690,5.252124296494347e-05
19,4.6217051877126125e-05
4120,5.0338970522946824e-05
2115,5.951470437343177e-05
4600,0.00010665457398342343
214,5.087629314053009e-05
1707,9.43901977331126e-05
1781,5.570562825304366e-05
153,4.6217051877126125e-05
225,8.572353508973896e-05
21,4.6217051877126125e-05
3868,8.137330857907541e-05
3276,9.430149088281542e-05
726,5.996679078540195e-05
1983,0.00016154794166688043
131,4.8991912007535836e-05
22,4.6217051877126125e-05
1719,0.00023744741087258523
1386,0.00011000387188830843
2436,0.00010260356588677554
1070,4.6217051877126125e-05
6469,0.0006434256081703091
4200,6.423636909683637e-05
6337,0.00015790143038806742
204,5.85834779062003e-05
1705,0.00014398643208807702
2230,6.044467438158091e-05
100,4.90389435351699e-05
4799,0.0003396029401686314
2470,0.00017490712102824973
5291,0.0001831898600447507
23,4.6217051877126125e-05
695,6.294580366787963e-05
241,4.7705994629061396e-05
2681,5.4567439471558416e-05
3259,0.0002887403386175403
74,4.763055323990794e-05
3034,0.00020049897952769235
2606,0.00012350909090104396
2885,9.49937371012979e-05
2157,8.27119362689375e-05
2301,6.541700116162109e-05
4454,0.0003746190216033778
5767,0.00018964408724435518
5397,0.00032381125321736376
1430,7.436242274442215e-05
2460,7.597991850491716e-05
3935,0.001390860429585265
4417,0.00010918444871086846
6140,0.0009168180634051757
2468,0.00018004007299879987
3677,0.00015996396564351448
4413,0.0001002818118628913
2365,8.756034296321097e-05
5828,0.0015246223911117886
1780,5.2533974773639966e-05
24,4.6217051877126125e-05
2584,0.0005714991999173364
5217,0.0005476696297998461
1156,0.00012654495264692486
3588,9.403865660533684e-05
3170,0.00030617026461492245
1837,7.676692058929076e-05
5161,5.937590694586275e-05
5936,0.0003685377931082942
25,4.6217051877126125e-05
192,4.844675005526246e-05
420,0.0001266135233741192
92,5.054595947470146e-05
4163,0.00019952938562525235
4179,0.00020692101349224475
4854,0.00021701953491999785
5684,0.0006529022445094874
1504,4.9243992889751736e-05
431,5.991686782367963e-05
818,5.8850939924806194e-05
4009,0.0001814478837203695
26,4.6217051877126125e-05
1670,0.00034660386012288255
6315,0.0004150574996472064
3296,6.013254787525572e-05
2770,0.00010711929399542443
1802,8.216362125363361e-05
1527,7.727799255056137e-05
27,4.6217051877126125e-05
6325,0.0005993833834329207
2773,0.00010881839968606719
4261,0.00022414264258350437
892,5.538610818868539e-05
118,4.991856021416372e-05
3316,0.00012625077441759521
6476,0.0013692273792979374
3017,6.680169625681769e-05
28,4.6217051877126125e-05
5487,0.00031079370424108566
3642,6.97958532124586e-05
6329,0.0024354121923626515
1032,5.7665310862800885e-05
4835,0.0002454330900990788
1877,7.61641991174841e-05
3188,0.0002595517220920473
5601,0.0002470101423797524
205,4.6217051877126125e-05
2244,0.00010155628874364476
30,4.6217051877126125e-05
2608,8.318592571207938e-05
1667,6.44943561266806e-05
2352,0.00011554990641757648
4783,0.00014469740175297374
3867,6.318771666478739e-05
3305,7.69149338443546e-05
3695,6.483806524656473e-05
1356,5.719954890779706e-05
1972,0.00011021694895285712
3391,0.00011132520895285867
590,0.0003983889605619837
2682,9.525837012612528e-05
5677,0.0006263056968931443
1000,5.700825987805834e-05
3927,0.00039104706859229634
3679,0.00012146396261585636
5230,0.0005869753209210648
1824,0.00033512579069291444
3385,5.2342233603583195e-05
2096,8.48029239814834e-05
5062,8.402183608961805e-05
6423,0.000284830176072073
2984,0.00011102561076024865
4457,0.00013541467882191663
2102,6.617656648173905e-05
4034,0.0002355237758569178
4584,0.00021369509612099034
2414,4.882178359355892e-05
3761,8.152715864669088e-05
3536,7.7824034832882e-05
2404,0.00011422726315743633
169,5.164024921590156e-05
668,4.670193881432495e-05
871,8.026891820416624e-05
988,0.0005610197725492153
4333,9.61772949624092e-05
1058,0.0014502618645094397
6197,5.8736000810563484e-05
744,4.703897242128822e-05
1446,6.517400731255675e-05
528,4.670193881432495e-05
964,6.016747695043163e-05
4697,0.00034158117722340976
6538,0.00012213808736435757
2234,0.00012857724055914403
4737,0.00019494711734129285
760,5.109477088765163e-05
1610,0.00011072116971110532
4896,9.199985326156948e-05
2495,8.18280921012004e-05
3013,0.00016012140319723544
2917,0.00025474312735225264
5414,0.0003081106717967069
32,4.6217051877126125e-05
1665,0.00022298778480095768
1724,6.093509221711834e-05
3365,0.00028412515070588417
2475,6.698496413245765e-05
33,4.6217051877126125e-05
4064,0.00035544379836894137
1242,6.480366760960875e-05
591,4.888121018705041e-05
3427,8.332266525054267e-05
411,4.830028284733725e-05
3680,0.00011683177546741083
1334,5.1837603716878835e-05
2149,5.5249227953503776e-05
3792,0.00014943841315484261
1660,4.9086049297966666e-05
4363,0.00016434873201322806
3986,6.621882001997932e-05
763,0.00010407220111136594
5042,0.00017461960713638784
369,5.510168380575651e-05
34,4.6217051877126125e-05
3888,9.217687222375976e-05
5252,0.00018009858659355306
5407,0.00012452515710488323
5314,0.00015792167542052406
1915,5.071514326251661e-05
5206,0.0011581684298114271
4506,0.00022914223170333062
4458,0.00010225950158484846
5009,0.00020822153207639805
865,7.523148143972356e-05
3877,7.003382638095637e-05
2181,6.354918276346899e-05
779,4.8850817424633645e-05
1748,0.0006178011145069638
35,4.6217051877126125e-05
1538,5.9623454314462876e-05
3292,8.18670506044335e-05
3941,8.1165555716211e-05
4346,0.0002220652535672616
36,4.6217051877126125e-05
4685,0.00010241175855566932
441,5.0167700198387406e-05
5430,0.00010203456347435757
5893,0.0011048267065453888
37,4.6217051877126125e-05
2098,6.641861234925267e-05
1233,0.0001437710779555222
38,4.6217051877126125e-05
4440,0.00033135005646252823
4063,5.8927902837667535e-05
4505,0.0001334377216676037
5272,0.00021214980393421864
5274,0.00023156134779349154
394,4.649000993512223e-05
3277,7.346929186519627e-05
805,6.599753735696672e-05
2871,7.764301497675989e-05
401,4.649000993512223e-05
5281,0.00022618805958904195
2455,6.972900803236405e-05
406,4.6688690639258664e-05
4825,0.00010293104836735069
193,4.6641887377648375e-05
3287,4.63025637455517e-05
2466,4.8286452601389775e-05
820,5.2581188443014546e-05
5691,5.517212335166881e-05
1245,5.394881280203933e-05
2638,5.378214830599818e-05
5859,0.0001546105315319643
2297,5.1248635727988306e-05
2062,5.2691230193395576e-05
2898,0.0004381867895187611
4097,0.00014691561020338984
4845,4.985275939711022e-05
6128,0.00017700244980918328
4972,9.438319621408471e-05
3308,5.763653182856381e-05
2071,4.8418530079559825e-05
6136,0.0016247933599612147
1252,6.767903562513007e-05
5315,0.00035305002578552995
3722,0.00012944342356556226
4483,0.00015780632949900317
128,4.63025637455517e-05
1690,5.59612295756786e-05
846,6.890626983885994e-05
41,4.63025637455517e-05
4488,0.0002316447416439359
4114,0.00014142910460272103
2769,5.9511652978717e-05
5613,5.939201865066726e-05
5728,5.1877609214678146e-05
2503,9.938262850789832e-05
5326,0.0005099073528077062
351,0.00010476080521010181
53,4.63025637455517e-05
5236,0.00012234547061376461
1282,7.520963389303456e-05
2097,4.99359129332871e-05
2512,5.8184266512284895e-05
4126,7.943228651864919e-05
4977,0.00017531316693606856
6106,0.00013281747830045588
1244,6.28780912555245e-05
460,4.6905451875111086e-05
5342,0.00012609851687062735
5343,0.0009687380227584087
1695,4.98134255638254e-05
5353,0.00024020555066675355
4331,0.00019793083785414446
5351,0.00016097884873033727
2114,4.993500833069231e-05
1303,5.3376683411222346e-05
2116,7.852560601173865e-05
2952,9.019510279043285e-05
4905,0.0003233069482676289
1699,9.939206734696972e-05
6224,0.0006912000787685466
2011,7.743465924447825e-05
5478,0.000170775270654568
4146,0.00014888946841680012
2538,9.614106156503981e-05
3990,6.402391043563834e-05
2124,9.228088608569225e-05
5758,9.512048023468058e-05
262,4.63025637455517e-05
2321,4.9604817533125034e-05
486,4.734220804062046e-05
1372,4.7303804318278177e-05
1325,4.725846799808093e-05
896,4.7351401385700814e-05
6185,0.00019566632597855613
898,5.647834968226237e-05
5137,0.0002398535027789632
3781,9.152622129697279e-05
5489,0.000199346821459024
4928,9.066341276583454e-05
4930,0.0001024238448222711
6215,0.0001956147663583348
4689,0.000758332745315662
4546,8.525010626959548e-05
5417,0.00023538112777246402
5381,0.00017703675053436883
3617,5.338577278618892e-05
2330,5.9482863699592895e-05
1725,5.0306569986143695e-05
4945,0.0001433857247699943
731,4.804037755458197e-05
6229,0.0006593166784662573
1341,5.7872553487528966e-05
1342,7.675848997973976e-05
1343,6.075181940042232e-05
2583,8.921336525758721e-05
2866,0.0022847323595348167
4185,9.169832136107347e-05
4187,0.0003797588691127631
3262,0.0001243491831992182
6244,0.00031185752135041913
1746,7.045955726593854e-05
3895,0.0001129234775140644
1360,5.096754195781259e-05
5690,0.00015633811880132542
4202,0.0002268286106340928
2507,0.00011327613829849278
2179,9.037969856118913e-05
5821,0.00020207162116650504
535,5.401889460347476e-05
2123,7.732951641619479e-05
3010,0.00035246115544995606
1756,6.484217390011103e-05
6258,0.00018317146571843125
4981,0.00019555705843208988
2605,7.19708464522174e-05
3097,6.666054528495689e-05
1761,6.70228608980592e-05
5322,0.00016725402541848967
94,4.63025637455517e-05
5832,0.0005611675279789701
5823,6.665264423598034e-05
2480,0.0002074960155082148
1769,5.971671577547166e-05
2680,7.900474478937817e-05
2333,5.0140324357509985e-05
5454,0.00012132755707272877
3710,6.2850460743459e-05
5422,0.00016781597389981301
2271,5.2006474916083676e-05
3433,5.228032201253554e-05
5424,0.00017896908587427656
2619,7.572264002212638e-05
2202,7.806303258134967e-05
2331,5.4784846465649346e-05
5008,0.00015310448108310227
4221,0.00010126991096634238
1019,5.018198002679454e-05
1394,4.710149699645504e-05
2683,6.0260554144571e-05
5927,0.00030970557871645867
258,4.63025637455517e-05
979,4.900624388566882e-05
3853,9.583420096344641e-05
4234,9.816276831010247e-05
1910,5.5109684527641016e-05
870,0.00015750246181859575
5446,0.0001817095357661004
4609,0.00011507714239638324
2233,5.1258845092154306e-05
1405,9.269932672454259e-05
2686,9.782005613605787e-05
2915,0.00015106412425956565
6317,9.786332946193405e-05
3907,9.294115468003156e-05
5777,0.00020028761981099282
4254,0.00010383602316373201
6322,0.0006239644530479022
1991,0.00017264220520528658
3080,0.00010534175680182078
5604,0.00024062250351661245
588,0.00010913964925112144
4623,7.61669886601523e-05
2246,5.621900430371604e-05
5466,0.0002047744198701139
1419,5.9126108990777655e-05
5468,0.00015959795714355442
1421,6.541061940621596e-05
1422,5.607984972713789e-05
2665,7.71272228790381e-05
3878,7.479421252149163e-05
1822,6.368280331559183e-05
2253,9.853362779314367e-05
5057,0.00015008199457815008
203,4.893632929305922e-05
5356,0.00029001599804625715
3475,4.9613146059661735e-05
3093,7.990899614641204e-05
5481,0.00020145867759753996
2263,5.25426240411607e-05
1832,5.926390702293162e-05
5296,0.00033276931457518145
4926,0.00014686570103489546
5075,0.00012890796152474596
3899,6.174972853219915e-05
4647,0.00010154020753954091
4601,0.0001730728651195713
1840,5.6860446046356495e-05
1841,5.463896717352075e-05
4655,0.00016412868233802916
2687,7.705804547289259e-05
620,4.650824161687406e-05
5085,0.0001760318267247459
2397,6.68496453874619e-05
1847,6.998533680204743e-05
277,4.63025637455517e-05
6360,0.0001410018056562728
3910,8.104795492355645e-05
5495,0.00015184786427146195
702,4.932139930013425e-05
4662,0.0004435791159370502
628,0.0001003034908032845
3501,0.00011014778748784425
231,4.63025637455517e-05
6060,5.625540606461348e-05
3506,4.916233017445148e-05
1524,9.15648191733518e-05
2704,4.721517057189274e-05
5558,0.0007467580901722645
3917,0.0008657632765614282
2285,4.6713828229607914e-05
2707,5.618448437218669e-05
6431,0.0007107654276857885
5108,0.0004143242380411971
1464,5.2349602590979e-05
1055,6.582470516048213e-05
6139,0.0005523350253085464
1863,8.521443208957738e-05
4793,0.00024034095089683192
5517,0.00019693866627026389
6488,0.0024232049067860182
4406,6.26196007225399e-05
6386,0.0009313698571527135
4317,8.101136294908821e-05
3116,4.899151995761183e-05
4320,0.0002823482688304349
1879,5.583907411778993e-05
6104,0.000313182999992615
5500,0.0001263424258303833
2728,6.551965545112067e-05
3998,6.525759918180777e-05
1474,0.0002575635696115798
